order_id,timestamp,user_id,order_type,subtotal,tip,total
91e558,2022-05-15 15:30:24,,onsite,21.75,3.27,25.02
7acbb1,2022-05-15 15:44:23,,onsite,9.77,1.47,11.24
2f05e8,2022-05-15 16:04:36,,onsite,13.27,0,13.27
d0887b,2022-05-15 16:22:06,,onsite,13.78,0,13.78
fe49f6,2022-05-15 16:31:44,,onsite,13.77,2.07,15.84
a755b6,2022-05-15 16:36:51,8d8bc2,carryout,69.73,10.46,80.19
4cd4e3,2022-05-15 16:41:20,,onsite,11.97,1.8,13.77
ee2296,2022-05-15 16:51:22,,onsite,64.24,9.64,73.88
c8ebe2,2022-05-15 16:53:56,,carryout,12.07,1.82,13.89
7619fd,2022-05-15 16:57:29,,carryout,12.27,1.85,14.12
16146f,2022-05-15 17:09:00,9d8d19,carryout,9.28,1.4,10.68
22c5f3,2022-05-15 17:10:46,fe90ec,onsite,23.46,3.52,26.98
d3e851,2022-05-15 17:12:12,,carryout,23.05,0,23.05
cddac4,2022-05-15 17:14:19,0eb6ec,carryout,10.97,0,10.97
7ae471,2022-05-15 17:29:40,,onsite,9.77,1.47,11.24
70c64a,2022-05-15 17:30:23,,onsite,9.77,1.47,11.24
fd5cbb,2022-05-15 17:36:23,333832,delivery,26.04,3.91,29.95
b2eb34,2022-05-15 17:40:32,2040e7,delivery,40.01,0,40.01
e3ccf1,2022-05-15 17:41:02,,onsite,19.76,0,19.76
198564,2022-05-15 17:41:25,,onsite,15.27,2.3,17.57
705cd5,2022-05-15 17:45:01,,onsite,10.97,0,10.97
25c22b,2022-05-15 17:47:44,9c5def,carryout,19.96,3.0,22.96
b96f6a,2022-05-15 17:47:56,,onsite,13.97,0,13.97
62dcaa,2022-05-15 17:49:59,,carryout,32.95,4.95,37.90
facaf5,2022-05-15 17:54:17,539ce0,onsite,13.07,0,13.07
8a4384,2022-05-15 17:58:17,b1d401,carryout,11.77,0,11.77
ed199b,2022-05-15 18:11:47,50e1ba,onsite,15.77,2.37,18.14
b1d2a3,2022-05-15 18:31:00,,onsite,13.27,0,13.27
f753e2,2022-05-15 18:45:58,e1c9e0,delivery,17.77,2.67,20.44
78266e,2022-05-15 18:50:17,,onsite,24.06,0,24.06
abd08e,2022-05-15 19:03:37,,onsite,7.49,0,7.49
dae2b1,2022-05-15 19:08:51,,delivery,45.19,0,45.19
719f19,2022-05-15 19:15:49,,delivery,14.76,0,14.76
9e7571,2022-05-15 19:40:34,,onsite,10.97,1.65,12.62
4015e7,2022-05-15 19:44:05,,onsite,36.71,5.51,42.22
8fbfc1,2022-05-15 19:47:28,,carryout,53.47,8.03,61.50
09f0c4,2022-05-15 19:48:01,,carryout,11.77,0,11.77
36ec46,2022-05-15 19:51:34,2f6726,carryout,9.78,1.47,11.25
89e895,2022-05-16 11:07:12,a4ddbe,delivery,11.57,1.74,13.31
a2ed7a,2022-05-16 11:13:07,4e1107,carryout,25.54,3.84,29.38
8001da,2022-05-16 11:20:37,364e7b,delivery,13.97,0,13.97
29b2c9,2022-05-16 11:26:40,488f92,delivery,20.76,3.12,23.88
e2fa2d,2022-05-16 11:26:59,,carryout,15.77,2.37,18.14
1fe8e2,2022-05-16 11:27:29,,carryout,38.41,5.77,44.18
8a4d0e,2022-05-16 11:32:28,,onsite,49.88,0,49.88
639630,2022-05-16 11:40:21,,carryout,10.97,1.65,12.62
f0dea7,2022-05-16 11:45:44,,carryout,10.77,0,10.77
505b97,2022-05-16 11:56:13,27c59c,onsite,9.97,1.5,11.47
f1346b,2022-05-16 12:05:01,1f4b8f,carryout,19.05,2.86,21.91
831275,2022-05-16 12:11:35,,carryout,14.97,0,14.97
95c065,2022-05-16 12:16:33,,onsite,53.50,0,53.50
d416fa,2022-05-16 12:18:56,3ea0ad,onsite,23.05,3.46,26.51
26f388,2022-05-16 12:29:08,,onsite,7.98,1.2,9.18
53cdeb,2022-05-16 12:53:59,,carryout,53.97,8.1,62.07
69e13c,2022-05-16 13:00:34,,delivery,12.77,0,12.77
bcb11d,2022-05-16 13:01:02,,carryout,20.25,0,20.25
e6ac3f,2022-05-16 13:06:02,,delivery,12.27,0,12.27
028a49,2022-05-16 13:07:19,6adcc2,delivery,14.97,2.25,17.22
22eceb,2022-05-16 13:10:37,af23fa,carryout,11.47,0,11.47
581cbc,2022-05-16 13:17:36,f2b0b5,delivery,14.77,2.22,16.99
aee0b2,2022-05-16 13:20:39,,onsite,11.97,1.8,13.77
fba392,2022-05-16 13:24:21,,onsite,57.49,0,57.49
e5dd14,2022-05-16 13:28:42,863354,delivery,6.98,0,6.98
257597,2022-05-16 13:33:14,,onsite,13.77,2.07,15.84
078c71,2022-05-16 13:36:01,,delivery,21.75,0,21.75
72949e,2022-05-16 13:38:15,,onsite,10.48,1.58,12.06
8c8eb4,2022-05-16 13:39:21,fe42bf,carryout,12.28,0,12.28
18cb6f,2022-05-16 14:15:57,,delivery,12.77,0,12.77
d8e135,2022-05-16 14:22:50,,delivery,42.99,0,42.99
6a961d,2022-05-16 14:24:41,697acb,onsite,7.98,0,7.98
24af47,2022-05-16 14:41:19,d44b06,carryout,14.97,2.25,17.22
7f59f3,2022-05-16 15:02:49,,onsite,9.28,0,9.28
ffb12b,2022-05-16 15:07:56,,delivery,13.07,0,13.07
b0f3c9,2022-05-16 15:26:17,,carryout,56.97,0,56.97
06e241,2022-05-16 16:13:05,,onsite,19.76,2.97,22.73
16870e,2022-05-16 16:18:12,94d60d,carryout,10.97,1.65,12.62
8526f6,2022-05-16 16:19:36,c57d8b,onsite,19.96,3.0,22.96
777635,2022-05-16 16:31:17,,carryout,10.97,1.65,12.62
0f5968,2022-05-16 16:37:06,,onsite,34.71,0,34.71
46bd26,2022-05-16 16:50:48,a829c3,carryout,52.99,7.95,60.94
561866,2022-05-16 16:53:14,,onsite,9.97,0,9.97
7ea9a7,2022-05-16 16:57:33,,onsite,22.46,0,22.46
8dc4e5,2022-05-16 17:05:31,846aff,delivery,15.57,2.34,17.91
1a1040,2022-05-16 17:21:26,778e1c,delivery,21.45,3.22,24.67
a71868,2022-05-16 17:28:22,6ee524,carryout,16.26,0,16.26
0573da,2022-05-16 17:38:01,23b3a1,onsite,9.97,1.5,11.47
d2b0ac,2022-05-16 17:39:13,5948f1,carryout,10.97,0,10.97
2309ba,2022-05-16 17:44:00,,onsite,78.02,11.71,89.73
56716e,2022-05-16 17:49:25,485174,carryout,10.77,0,10.77
90c2fb,2022-05-16 18:02:25,,onsite,14.27,2.15,16.42
5bd586,2022-05-16 18:04:46,c9622d,delivery,12.27,0,12.27
768aa2,2022-05-16 18:32:03,aac1ad,onsite,17.75,0,17.75
3b1e4e,2022-05-16 18:36:26,,carryout,47.50,0,47.50
24b360,2022-05-16 18:37:53,bdd7aa,onsite,13.07,1.97,15.04
f2f36e,2022-05-16 18:38:12,,carryout,15.76,0,15.76
0aac0e,2022-05-16 18:42:06,de108d,delivery,9.78,0,9.78
13b9b4,2022-05-16 18:53:02,,onsite,14.77,0,14.77
d66335,2022-05-16 18:56:50,3a0f4e,delivery,14.97,0,14.97
45e7a6,2022-05-16 18:58:46,08024a,carryout,63.92,0,63.92
607ffd,2022-05-16 19:06:40,b9f0d2,delivery,14.27,0,14.27
58f75f,2022-05-16 19:07:18,389a39,delivery,10.97,0,10.97
df0101,2022-05-16 19:12:58,4aa1d1,onsite,8.97,1.35,10.32
c30505,2022-05-16 19:17:05,,delivery,12.97,0,12.97
dfabc8,2022-05-16 19:24:59,df8cb6,onsite,10.97,1.65,12.62
7c5886,2022-05-16 19:59:55,eb1ddc,delivery,50.19,7.53,57.72
bf5aa9,2022-05-16 20:05:47,,onsite,24.06,3.61,27.67
7eee24,2022-05-17 10:53:44,f8dc92,delivery,12.77,0,12.77
b7ae75,2022-05-17 11:04:12,,onsite,9.77,1.47,11.24
bc739e,2022-05-17 11:29:07,,onsite,9.97,0,9.97
21c30e,2022-05-17 11:38:35,,onsite,12.97,0,12.97
d488ff,2022-05-17 11:38:43,,onsite,14.77,0,14.77
fae029,2022-05-17 11:52:13,df7341,onsite,7.98,1.2,9.18
47cbfc,2022-05-17 11:53:49,,onsite,11.47,0,11.47
48bfd3,2022-05-17 11:58:11,a1284e,onsite,43.00,6.46,49.46
0dba4f,2022-05-17 12:01:18,a6b149,onsite,9.48,1.43,10.91
8b173e,2022-05-17 12:04:31,ab7c7d,carryout,11.57,0,11.57
cae40c,2022-05-17 12:06:26,,onsite,15.97,2.4,18.37
aad5de,2022-05-17 12:16:48,,onsite,22.97,3.45,26.42
b1a36b,2022-05-17 12:22:36,e8e69d,delivery,17.77,0,17.77
1d0152,2022-05-17 12:23:32,,onsite,8.98,1.35,10.33
c64379,2022-05-17 12:25:57,116ad0,delivery,10.97,0,10.97
d530ea,2022-05-17 12:58:00,bd2d3e,carryout,19.75,2.97,22.72
333bf9,2022-05-17 13:01:05,,delivery,10.97,1.65,12.62
b7d40b,2022-05-17 13:03:14,,onsite,33.72,0,33.72
13c01c,2022-05-17 13:04:38,,onsite,12.27,1.85,14.12
1771a2,2022-05-17 13:28:29,,onsite,11.77,0,11.77
7fec65,2022-05-17 13:45:59,34309e,carryout,10.77,0,10.77
dd1b09,2022-05-17 14:17:05,8f67dc,carryout,23.45,0,23.45
881f06,2022-05-17 14:34:47,c4e634,onsite,12.47,0,12.47
49f4db,2022-05-17 14:36:07,,onsite,13.27,0,13.27
094d7f,2022-05-17 15:10:20,5e6280,onsite,17.26,0,17.26
09f1ab,2022-05-17 15:51:42,,delivery,10.77,0,10.77
11fe3f,2022-05-17 15:52:14,009186,onsite,9.48,1.43,10.91
661883,2022-05-17 15:52:18,f79229,carryout,11.27,1.7,12.97
ffc810,2022-05-17 15:57:47,,onsite,14.77,0,14.77
1e08f0,2022-05-17 16:03:40,,delivery,10.77,0,10.77
472469,2022-05-17 16:05:03,,delivery,21.46,0,21.46
28a38c,2022-05-17 16:16:41,,onsite,11.47,1.73,13.20
ecdb3b,2022-05-17 16:17:50,,onsite,10.97,1.65,12.62
9a613a,2022-05-17 16:19:55,,onsite,9.98,0,9.98
6a05b4,2022-05-17 16:49:14,,onsite,49.71,0,49.71
90f728,2022-05-17 16:55:11,,onsite,14.97,2.25,17.22
350cd5,2022-05-17 17:01:24,93c3c7,onsite,21.26,3.19,24.45
f0ff4e,2022-05-17 17:12:47,,onsite,12.77,0,12.77
71e6c7,2022-05-17 17:16:18,,carryout,10.97,0,10.97
99f4bd,2022-05-17 17:36:34,25a27c,onsite,20.45,0,20.45
d32c68,2022-05-17 17:36:51,82e7f5,delivery,11.47,0,11.47
ce3bdd,2022-05-17 18:07:56,032750,onsite,28.24,0,28.24
876073,2022-05-17 18:19:40,3a2ba5,delivery,13.97,2.1,16.07
c7f2cd,2022-05-17 18:32:41,71b2f3,onsite,20.95,3.15,24.10
971109,2022-05-17 18:47:38,,delivery,47.99,0,47.99
e055e4,2022-05-17 18:58:00,,onsite,9.77,0,9.77
a47639,2022-05-17 19:11:45,83ab13,carryout,11.28,0,11.28
5c028c,2022-05-17 19:23:23,ef1c5a,delivery,8.77,0,8.77
b9af8e,2022-05-17 20:03:17,0cc681,carryout,10.77,0,10.77
874a49,2022-05-17 20:19:39,,carryout,12.47,0,12.47
48cf0c,2022-05-18 11:03:25,458307,onsite,11.47,0,11.47
78f449,2022-05-18 11:05:52,b43801,carryout,34.73,5.21,39.94
0b0c39,2022-05-18 11:38:59,,onsite,31.42,4.72,36.14
f32822,2022-05-18 11:41:51,,onsite,10.77,0,10.77
bbb401,2022-05-18 11:49:16,b1c9e6,carryout,8.98,0,8.98
1161f4,2022-05-18 11:51:48,10c17f,onsite,31.23,4.69,35.92
47f928,2022-05-18 11:52:31,,carryout,16.47,2.48,18.95
f0b3df,2022-05-18 11:54:51,634d02,delivery,12.47,0,12.47
1a38a9,2022-05-18 12:05:36,d4541a,delivery,13.47,0,13.47
2e6139,2022-05-18 12:05:43,,onsite,8.98,0,8.98
a4b6bb,2022-05-18 12:15:35,,onsite,11.97,1.8,13.77
54b936,2022-05-18 12:15:51,23c8ee,onsite,13.07,0,13.07
94425e,2022-05-18 12:33:52,539ce0,delivery,11.28,0,11.28
4cfa03,2022-05-18 12:35:40,118f55,carryout,11.27,1.7,12.97
6d5c6b,2022-05-18 12:36:47,,carryout,13.47,0,13.47
8d1d1b,2022-05-18 12:39:13,8e741f,carryout,12.47,0,12.47
ae10c4,2022-05-18 12:40:07,,onsite,24.45,0,24.45
19efe8,2022-05-18 12:43:19,,carryout,9.78,0,9.78
66ab1a,2022-05-18 12:49:34,,carryout,67.25,0,67.25
108efb,2022-05-18 12:52:24,,onsite,64.96,9.75,74.71
54f456,2022-05-18 12:53:23,,onsite,16.77,2.52,19.29
003260,2022-05-18 13:17:01,,onsite,10.97,0,10.97
153657,2022-05-18 13:42:38,e3faf8,delivery,19.96,0,19.96
35f315,2022-05-18 13:43:48,497ae9,carryout,24.95,3.75,28.70
a594fe,2022-05-18 14:38:41,,onsite,17.96,0,17.96
664c4a,2022-05-18 14:51:24,7bb162,onsite,12.97,0,12.97
02b583,2022-05-18 15:03:00,,onsite,10.27,0,10.27
774060,2022-05-18 15:19:36,c97830,carryout,10.77,1.62,12.39
acb270,2022-05-18 15:25:17,,onsite,12.47,1.88,14.35
020052,2022-05-18 15:38:28,,carryout,7.98,1.2,9.18
0f201f,2022-05-18 16:08:33,c16639,onsite,12.27,0,12.27
28a0d8,2022-05-18 16:16:13,dcdce8,onsite,9.97,0,9.97
634bce,2022-05-18 16:59:49,,carryout,42.51,6.38,48.89
39d761,2022-05-18 17:04:26,c2ba1f,delivery,53.50,8.03,61.53
fac193,2022-05-18 17:05:37,,delivery,16.26,0,16.26
dcd648,2022-05-18 17:05:46,ebf2f0,delivery,11.27,1.7,12.97
98cbc1,2022-05-18 17:14:08,,delivery,15.76,0,15.76
c028c8,2022-05-18 17:22:31,c43561,onsite,8.97,1.35,10.32
c1042e,2022-05-18 17:24:27,,delivery,57.88,8.69,66.57
b29f0b,2022-05-18 17:30:48,705787,delivery,11.98,1.8,13.78
8373c9,2022-05-18 17:31:12,,onsite,39.53,0,39.53
0e47bb,2022-05-18 17:41:03,49b523,delivery,10.97,0,10.97
ff40cd,2022-05-18 17:53:28,,onsite,49.99,7.5,57.49
22a481,2022-05-18 17:58:53,,onsite,8.97,1.35,10.32
ebe390,2022-05-18 18:10:54,,carryout,28.74,4.32,33.06
0b0b81,2022-05-18 18:31:48,9c5def,carryout,19.96,0,19.96
e082b7,2022-05-18 18:36:57,df56ae,delivery,61.40,0,61.40
17e971,2022-05-18 19:01:44,c53a51,carryout,12.47,1.88,14.35
7bc43d,2022-05-18 19:02:02,e6e9ac,carryout,12.47,0,12.47
3cfff0,2022-05-18 19:22:34,80205a,delivery,15.27,2.3,17.57
27297a,2022-05-18 19:34:00,,carryout,9.97,0,9.97
2a0ed9,2022-05-18 19:50:53,c6ac7f,delivery,14.97,0,14.97
a9efe0,2022-05-19 10:55:26,,onsite,36.23,5.44,41.67
e04b8c,2022-05-19 11:16:00,9233be,onsite,7.78,1.17,8.95
b3ca7c,2022-05-19 11:28:52,569414,onsite,14.97,0,14.97
027751,2022-05-19 11:31:25,6e4fae,carryout,14.27,0,14.27
70adaf,2022-05-19 11:34:06,,onsite,31.92,0,31.92
e6bacf,2022-05-19 11:39:59,,carryout,19.45,2.92,22.37
5343de,2022-05-19 11:41:43,6ad899,carryout,12.77,1.92,14.69
9fbc08,2022-05-19 11:43:54,60a918,onsite,9.77,1.47,11.24
9e045e,2022-05-19 11:54:15,,carryout,37.72,5.66,43.38
f73aba,2022-05-19 11:54:25,0a3ddc,carryout,11.77,1.77,13.54
140f98,2022-05-19 12:06:58,626b8d,carryout,66.74,0,66.74
eced7d,2022-05-19 12:09:02,949b61,carryout,11.97,1.8,13.77
948c05,2022-05-19 12:15:53,,onsite,12.47,0,12.47
bcd6de,2022-05-19 12:18:40,,carryout,6.98,1.05,8.03
f15f19,2022-05-19 12:20:01,,carryout,11.97,0,11.97
6e9ad1,2022-05-19 12:26:11,6ab1da,delivery,9.48,0,9.48
5e27b0,2022-05-19 12:34:14,,carryout,19.96,3.0,22.96
c98e87,2022-05-19 12:37:21,27c59c,delivery,10.97,1.65,12.62
dd8793,2022-05-19 12:38:53,6bf830,onsite,12.47,1.88,14.35
a1fe4d,2022-05-19 12:45:25,754363,onsite,8.77,0,8.77
2e15a8,2022-05-19 12:52:48,,onsite,9.28,1.4,10.68
fc7990,2022-05-19 12:53:50,16f3cb,carryout,27.55,4.14,31.69
66f237,2022-05-19 12:54:27,,onsite,10.97,0,10.97
f08d4d,2022-05-19 13:08:57,,onsite,12.27,0,12.27
3ba14e,2022-05-19 13:10:13,,carryout,13.47,0,13.47
24d018,2022-05-19 13:12:25,8df8c6,delivery,23.95,0,23.95
55e925,2022-05-19 13:39:50,,onsite,51.30,7.7,59.00
6ad48e,2022-05-19 13:51:24,863354,delivery,6.98,1.05,8.03
e7e2c7,2022-05-19 14:06:26,,onsite,14.76,0,14.76
8d04a8,2022-05-19 14:45:24,,onsite,46.30,6.95,53.25
6739d9,2022-05-19 14:59:40,,onsite,10.97,0,10.97
fc3db3,2022-05-19 15:26:21,,onsite,50.78,7.62,58.40
71369f,2022-05-19 15:42:24,a829c3,carryout,52.49,7.88,60.37
562b41,2022-05-19 15:43:35,,delivery,10.48,0,10.48
20ef8c,2022-05-19 16:17:51,5948f1,delivery,7.98,1.2,9.18
2b7e40,2022-05-19 16:18:11,cf8dfd,onsite,24.45,0,24.45
04226f,2022-05-19 16:43:50,,onsite,9.48,0,9.48
843bf9,2022-05-19 16:45:43,,onsite,12.47,0,12.47
04129b,2022-05-19 17:00:48,697acb,onsite,9.77,0,9.77
21db87,2022-05-19 17:11:59,,onsite,10.48,0,10.48
759bf8,2022-05-19 17:17:38,bdd7aa,carryout,16.07,2.42,18.49
2dea9c,2022-05-19 17:19:10,,onsite,11.27,0,11.27
a8231a,2022-05-19 17:23:21,,carryout,11.28,0,11.28
c9c8da,2022-05-19 17:40:20,b9f0d2,delivery,14.27,0,14.27
436292,2022-05-19 17:41:55,5fd833,carryout,18.75,2.82,21.57
c2cf4a,2022-05-19 17:47:32,6ee524,onsite,16.76,2.52,19.28
7ede71,2022-05-19 17:48:40,f6b447,onsite,54.50,8.18,62.68
52e43d,2022-05-19 17:53:17,,onsite,11.97,1.8,13.77
cac468,2022-05-19 17:59:51,990026,onsite,8.77,1.32,10.09
79626f,2022-05-19 18:01:44,9e3008,delivery,19.06,0,19.06
6bfeaa,2022-05-19 18:03:20,488f92,delivery,20.76,0,20.76
448b00,2022-05-19 18:10:57,,onsite,15.57,0,15.57
f01fe2,2022-05-19 18:19:05,695334,carryout,48.98,0,48.98
ca65a4,2022-05-19 18:19:34,,carryout,11.97,0,11.97
2d1d3d,2022-05-19 18:23:07,cb8c39,carryout,11.97,0,11.97
4a7549,2022-05-19 18:29:50,,onsite,32.03,0,32.03
9ab981,2022-05-19 18:31:21,23b3a1,carryout,9.97,1.5,11.47
62484f,2022-05-19 18:46:43,,carryout,12.77,1.92,14.69
e1f5a7,2022-05-19 18:49:26,,onsite,11.47,1.73,13.20
b69f01,2022-05-19 18:53:46,844edd,delivery,12.77,1.92,14.69
3353de,2022-05-19 19:03:19,,onsite,11.27,1.7,12.97
273eea,2022-05-19 19:07:14,,onsite,11.77,1.77,13.54
bf4e2d,2022-05-19 19:11:55,,delivery,19.05,0,19.05
960432,2022-05-19 19:15:17,028bad,delivery,51.20,0,51.20
8aa317,2022-05-19 19:28:06,,onsite,56.48,8.48,64.96
76cb8c,2022-05-19 19:28:51,,carryout,14.97,0,14.97
2973f8,2022-05-19 19:31:13,364e7b,delivery,13.97,0,13.97
0490f5,2022-05-19 19:32:16,608e5d,carryout,10.97,1.65,12.62
f01097,2022-05-19 19:55:04,9d8d19,onsite,11.27,1.7,12.97
dd689e,2022-05-20 10:56:27,3c0d40,delivery,13.77,2.07,15.84
fcd7e4,2022-05-20 11:19:18,f8dc92,onsite,12.77,0,12.77
472ff8,2022-05-20 11:28:16,,onsite,45.99,6.9,52.89
03a009,2022-05-20 11:29:12,,onsite,7.98,0,7.98
d71582,2022-05-20 11:31:11,6238d1,onsite,8.97,1.35,10.32
d17c15,2022-05-20 11:32:06,,onsite,13.27,2.0,15.27
6525f6,2022-05-20 11:55:10,,carryout,15.77,2.37,18.14
6ca368,2022-05-20 12:23:27,116ad0,delivery,11.97,1.8,13.77
8bbba9,2022-05-20 12:26:59,06ffda,carryout,10.48,1.58,12.06
aa1764,2022-05-20 12:40:00,17ad7e,onsite,24.96,3.75,28.71
a7e740,2022-05-20 12:48:02,ac3f71,onsite,11.97,1.8,13.77
e6a708,2022-05-20 13:13:34,,onsite,9.97,1.5,11.47
f3184d,2022-05-20 13:17:05,1e0007,carryout,40.81,0,40.81
78023c,2022-05-20 13:17:43,,carryout,11.47,0,11.47
319705,2022-05-20 13:21:32,,carryout,10.97,0,10.97
77673d,2022-05-20 13:29:11,,onsite,33.52,5.03,38.55
7441bf,2022-05-20 13:51:36,7d2e24,carryout,31.03,4.66,35.69
da45c6,2022-05-20 14:03:51,,delivery,16.77,0,16.77
45e6a7,2022-05-20 14:41:32,e019a9,carryout,9.48,0,9.48
129303,2022-05-20 15:06:13,,carryout,12.27,1.85,14.12
1b9220,2022-05-20 15:08:34,5d7d69,carryout,18.26,0,18.26
8744b6,2022-05-20 15:20:10,7e5ae2,onsite,13.77,0,13.77
c3b550,2022-05-20 15:28:54,,onsite,9.28,1.4,10.68
ebcc31,2022-05-20 15:45:57,,onsite,14.97,0,14.97
b6e521,2022-05-20 15:56:53,,carryout,12.47,1.88,14.35
9b4027,2022-05-20 16:26:01,,carryout,10.97,0,10.97
f5b9a0,2022-05-20 16:39:46,,onsite,15.77,0,15.77
d23aff,2022-05-20 16:43:09,,onsite,50.69,7.61,58.30
e86eac,2022-05-20 16:48:03,134212,carryout,18.56,0,18.56
e0fb14,2022-05-20 17:29:29,,carryout,28.54,4.29,32.83
9b3f92,2022-05-20 17:36:11,,delivery,10.77,1.62,12.39
d7735c,2022-05-20 17:38:12,,carryout,10.97,0,10.97
21563c,2022-05-20 17:55:18,,onsite,30.73,4.61,35.34
cc0530,2022-05-20 17:57:26,,onsite,13.27,2.0,15.27
968f44,2022-05-20 18:14:45,,onsite,15.57,0,15.57
f3e02f,2022-05-20 18:20:05,,onsite,12.77,0,12.77
c37d50,2022-05-20 18:20:51,83ab13,delivery,11.28,0,11.28
e1eb89,2022-05-20 18:23:33,2cb4a1,delivery,13.97,0,13.97
dc8286,2022-05-20 18:30:52,,delivery,20.96,0,20.96
c321a9,2022-05-20 18:37:39,a1e8d2,carryout,10.97,0,10.97
f06c02,2022-05-20 18:39:18,3efe2c,delivery,39.21,5.89,45.10
9304b5,2022-05-20 18:40:22,,onsite,8.98,0,8.98
bbdf0a,2022-05-20 19:17:22,eff91f,onsite,11.57,0,11.57
3b184f,2022-05-20 19:27:14,e0ac2b,delivery,13.27,2.0,15.27
76ad8d,2022-05-20 19:39:38,,delivery,9.77,0,9.77
5fa0a6,2022-05-20 19:43:39,832587,delivery,36.51,5.48,41.99
d4d746,2022-05-20 19:44:59,,onsite,6.78,0,6.78
2ee92d,2022-05-20 19:51:04,,onsite,13.27,2.0,15.27
a1b16a,2022-05-20 20:10:06,,carryout,17.26,2.59,19.85
7cdfd7,2022-05-21 11:08:01,,onsite,13.77,2.07,15.84
f630d4,2022-05-21 11:14:50,,onsite,11.77,0,11.77
5056ee,2022-05-21 11:17:04,,carryout,71.84,0,71.84
3a44f1,2022-05-21 11:32:20,,carryout,10.97,0,10.97
cfa754,2022-05-21 11:36:06,,onsite,9.97,0,9.97
006499,2022-05-21 11:47:37,577acb,carryout,39.41,0,39.41
44f28a,2022-05-21 12:01:43,f2caab,onsite,17.06,2.56,19.62
20b2bb,2022-05-21 12:07:00,458307,onsite,10.27,0,10.27
906c9c,2022-05-21 12:13:48,c86d4e,onsite,17.75,2.67,20.42
9c6278,2022-05-21 12:18:27,,onsite,23.25,3.49,26.74
90008d,2022-05-21 12:19:35,,onsite,9.97,1.5,11.47
356f13,2022-05-21 12:26:32,,delivery,21.46,3.22,24.68
d1f6e9,2022-05-21 12:26:34,,delivery,8.98,0,8.98
2a8e46,2022-05-21 12:38:18,,onsite,35.52,5.33,40.85
912fa2,2022-05-21 12:41:43,,carryout,20.96,3.15,24.11
4d43c1,2022-05-21 12:53:00,,carryout,42.42,0,42.42
3b60b9,2022-05-21 12:56:02,ccd548,delivery,20.25,0,20.25
5e3471,2022-05-21 13:05:08,b6f7ae,onsite,11.57,1.74,13.31
0d8f32,2022-05-21 13:10:11,,delivery,9.77,1.47,11.24
ee53c6,2022-05-21 13:28:43,,onsite,11.97,0,11.97
3003a1,2022-05-21 13:34:09,,onsite,45.22,6.79,52.01
7abfde,2022-05-21 13:35:49,,onsite,11.77,0,11.77
72a55a,2022-05-21 13:44:22,697580,carryout,38.21,0,38.21
b2ce5c,2022-05-21 13:58:24,,onsite,14.97,2.25,17.22
b9cc1d,2022-05-21 14:05:12,554d2c,delivery,46.00,6.91,52.91
150897,2022-05-21 14:17:45,f12c6b,delivery,13.78,2.07,15.85
c13a5e,2022-05-21 14:24:58,,onsite,12.98,1.95,14.93
3d1bd3,2022-05-21 14:45:48,,carryout,10.97,1.65,12.62
c11807,2022-05-21 15:11:22,,delivery,13.27,2.0,15.27
d260fa,2022-05-21 15:11:48,,onsite,21.75,3.27,25.02
1d766e,2022-05-21 15:55:15,,onsite,10.48,0,10.48
94d417,2022-05-21 16:06:31,,carryout,13.47,0,13.47
8f9378,2022-05-21 16:17:19,2ed2b4,delivery,12.27,0,12.27
fe4ba4,2022-05-21 16:43:58,485174,onsite,10.77,1.62,12.39
ce651b,2022-05-21 16:53:48,,delivery,12.27,1.85,14.12
d302d9,2022-05-21 17:03:29,,onsite,11.27,0,11.27
5533f6,2022-05-21 17:04:20,,carryout,17.46,0,17.46
82c4d3,2022-05-21 17:15:14,,onsite,19.45,0,19.45
7cbf23,2022-05-21 17:20:38,b35711,carryout,8.98,0,8.98
1b258f,2022-05-21 17:27:07,c6ac7f,delivery,13.97,0,13.97
f6dc36,2022-05-21 17:38:30,2d851b,onsite,15.76,2.37,18.13
44ec14,2022-05-21 17:53:48,,onsite,68.13,10.22,78.35
8058b7,2022-05-21 18:04:32,0cc681,carryout,10.77,0,10.77
a7ba77,2022-05-21 18:06:30,,onsite,10.97,1.65,12.62
5502fc,2022-05-21 18:14:14,9d7058,onsite,6.98,0,6.98
b8eac0,2022-05-21 18:16:32,,carryout,12.47,0,12.47
a3189e,2022-05-21 18:20:26,,onsite,9.97,1.5,11.47
35db83,2022-05-21 18:41:49,,onsite,53.28,8.0,61.28
670023,2022-05-21 18:49:01,,onsite,10.97,1.65,12.62
f9d59e,2022-05-21 18:52:25,7e18d1,onsite,15.77,2.37,18.14
3022e5,2022-05-21 18:57:24,df80c4,delivery,43.42,0,43.42
0386c0,2022-05-21 19:04:51,b53279,carryout,39.72,5.96,45.68
f7f564,2022-05-21 19:06:41,,carryout,14.97,2.25,17.22
91ff37,2022-05-21 19:09:05,6955b0,delivery,12.47,1.88,14.35
8dcfce,2022-05-21 19:31:49,,onsite,10.97,1.65,12.62
da7f1c,2022-05-21 19:52:34,,onsite,47.01,7.06,54.07
96eaf6,2022-05-21 19:59:43,,carryout,50.21,7.54,57.75
cdb1d4,2022-05-22 11:17:37,4da4ed,delivery,10.97,1.65,12.62
f0eb91,2022-05-22 11:20:59,,carryout,19.96,0,19.96
4891d6,2022-05-22 11:37:29,,carryout,31.74,0,31.74
8af2c0,2022-05-22 11:37:36,,carryout,15.56,0,15.56
